,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
2277,bestbest qualiti,5,0.0,0.0,1.0,Happy,16,2
2278,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
2279,good product,5,0.744,0.0,0.256,Happy,12,2
2280,good qualiti rate littl higher,5,0.42,0.0,0.58,Happy,30,5
2281,durabl,3,0.0,0.0,1.0,Unhappy,6,1
2282,nice product,4,0.737,0.0,0.263,Unhappy,12,2
2283,much cost,5,0.0,0.0,1.0,Happy,9,2
2284,good product best qualiti,5,0.78,0.0,0.22,Happy,25,4
2285,alway best,5,0.808,0.0,0.192,Happy,10,2
2286,good qualiti shuttl indoor play go,5,0.57,0.0,0.43,Happy,34,6
2287,good must buy ,5,0.592,0.0,0.408,Happy,14,3
2288,product nice,5,0.737,0.0,0.263,Happy,12,2
2289,good,5,1.0,0.0,0.0,Happy,4,1
2290,must buy,5,0.0,0.0,1.0,Happy,8,2
2291,shuttl box crush bad,1,0.0,0.718,0.282,Unhappy,20,4
2292,good product  love,5,0.877,0.0,0.123,Happy,18,3
2293,good one,5,0.744,0.0,0.256,Happy,8,2
2294,super qualiti,5,0.796,0.0,0.204,Happy,13,2
2295,good,3,1.0,0.0,0.0,Unhappy,4,1
2296,good price lower,4,0.475,0.361,0.164,Unhappy,16,3
2297,nice,5,1.0,0.0,0.0,Happy,4,1
2298,nice shuttl good balanc shuttl,4,0.655,0.0,0.345,Unhappy,30,5
2299,best product beginn play outsid,5,0.688,0.0,0.312,Happy,31,5
2300,genuin,5,0.0,0.0,1.0,Happy,6,1
2301,slow worst,1,0.0,0.804,0.196,Unhappy,10,2
2302,good,5,1.0,0.0,0.0,Happy,4,1
2303,good product,5,0.744,0.0,0.256,Happy,12,2
2304,product good cap good long last shuttl,3,0.537,0.0,0.463,Unhappy,38,7
2305,fire,5,0.0,1.0,0.0,Happy,4,1
2306,super fast deliveri un expect,5,0.494,0.0,0.506,Happy,29,5
2307,super,4,1.0,0.0,0.0,Unhappy,5,1
2308,excel play,4,1.0,0.0,0.0,Unhappy,10,2
2309,ultim shuttl,5,0.0,0.0,1.0,Happy,12,2
2310,super,4,1.0,0.0,0.0,Unhappy,5,1
2311,genuin good product,5,0.592,0.0,0.408,Happy,19,3
2312,nice one,3,0.737,0.0,0.263,Unhappy,8,2
2313,good product nd good pack thank flipkart,5,0.675,0.0,0.325,Happy,40,7
2314,super product,5,0.796,0.0,0.204,Happy,13,2
2315,less durabl piec gone three day,5,0.0,0.0,1.0,Happy,31,6
2316,bad product corck ccrack one,1,0.0,0.467,0.533,Unhappy,28,5
2317,origin shuttl  nice,5,0.583,0.0,0.417,Happy,19,3
2318,nice,3,1.0,0.0,0.0,Unhappy,4,1
2319,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2320,qualiti poooooor,3,0.0,0.0,1.0,Unhappy,16,2
2321,overal good product howev  found one shuttl mark revolv like bullet wast money sure vendor sell genuin product,3,0.339,0.0,0.661,Unhappy,110,18
2322,nice  gm nice,4,0.848,0.0,0.152,Unhappy,13,3
2323,good,4,1.0,0.0,0.0,Unhappy,4,1
2324,super product,5,0.796,0.0,0.204,Happy,13,2
2325,nice  mark qualiti  durabl,5,0.483,0.0,0.517,Happy,26,4
2326,good,5,1.0,0.0,0.0,Happy,4,1
2327,goood,5,0.0,0.0,1.0,Happy,5,1
2328,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
2329,best consist shuttl cork regular player origin product deliv shuttl use junior tournament across world,5,0.231,0.0,0.769,Happy,102,15
2330,super,5,1.0,0.0,0.0,Happy,5,1
2331,genuin purchas,5,0.0,0.0,1.0,Happy,14,2
2332,shuttl green fast enjoy game littl push lift shuttl go,1,0.262,0.0,0.738,Unhappy,54,10
2333,absolut origin,5,0.0,0.0,1.0,Happy,14,2
2334,,5,0.0,0.0,0.0,Happy,0,0
2335,genuin product,5,0.0,0.0,1.0,Happy,14,2
2336,good qualiti origin,5,0.592,0.0,0.408,Happy,19,3
2337,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2338,realli good qualiti shuttl,4,0.492,0.0,0.508,Unhappy,26,4
2339,good,4,1.0,0.0,0.0,Unhappy,4,1
2340,supeb,5,0.0,0.0,1.0,Happy,5,1
2341,bad product,1,0.0,0.778,0.222,Unhappy,11,2
2342,good product,4,0.744,0.0,0.256,Unhappy,12,2
2343,outstand,5,0.0,0.0,1.0,Happy,8,1
2344,good,5,1.0,0.0,0.0,Happy,4,1
2345,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2346,indi best plastic shuttl everi player like  lockdown price high,5,0.456,0.0,0.544,Happy,63,10
2347,good,5,1.0,0.0,0.0,Happy,4,1
2348,super,5,1.0,0.0,0.0,Happy,5,1
2349,buy put adrenex shuttl insid return polici,1,0.0,0.0,1.0,Unhappy,42,7
2350,base shuttl good damag,2,0.492,0.0,0.508,Unhappy,22,4
2351,super,5,1.0,0.0,0.0,Happy,5,1
2352,  damag,3,0.0,0.0,1.0,Unhappy,7,1
2353,nce,5,0.0,0.0,1.0,Happy,3,1
2354,excel product,5,0.75,0.0,0.25,Happy,13,2
2355,worst experi,2,0.0,0.804,0.196,Unhappy,12,2
2356,qualiti good,1,0.744,0.0,0.256,Unhappy,12,2
2357,happi usebut give discount,4,0.0,0.0,1.0,Unhappy,26,4
2358,averag qualiti product,3,0.0,0.0,1.0,Unhappy,22,3
2359,good shuttl,5,0.744,0.0,0.256,Happy,11,2
2360, origin product thank,5,0.556,0.0,0.444,Happy,21,3
2361,time around qualiti low   pack last hour probabl  qualiti nobodi pay market price  qualiti,4,0.0,0.226,0.774,Unhappy,90,14
2362,servic good late,3,0.592,0.0,0.408,Unhappy,16,3
2363,good pr,5,0.744,0.0,0.256,Happy,7,2
2364,qualiti much differ buy shop flipkart,2,0.0,0.0,1.0,Unhappy,37,6
2365,product qualiti good price bit high,4,0.367,0.0,0.633,Unhappy,35,6
2366,overal good small hole cork may caus insect,3,0.293,0.0,0.707,Unhappy,43,8
2367,wast product buy product everi cork proper fix,1,0.0,0.0,1.0,Unhappy,46,8
2368,good origin shuttl,5,0.592,0.0,0.408,Happy,18,3
2369,good ok,1,1.0,0.0,0.0,Unhappy,7,2
2370,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
2371,super,5,1.0,0.0,0.0,Happy,5,1
2372,fantast origin  yonex hologram packag fantast,5,0.0,0.0,1.0,Happy,45,6
2373,cost origin shuttl rotat bad,1,0.0,0.467,0.533,Unhappy,28,5
2374,origin,5,0.0,0.0,1.0,Happy,6,1
2375,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
2376,good onegot timethank flipkart,5,0.492,0.0,0.508,Happy,30,4
2377,nice,5,1.0,0.0,0.0,Happy,4,1
2378,product good price,5,0.592,0.0,0.408,Happy,18,3
2379,excel condit shuttlecock time deliveri genuin product qualiti assur flipcart,5,0.25,0.0,0.75,Happy,76,10
2380,durabl,5,0.0,0.0,1.0,Happy,6,1
2381,good product,5,0.744,0.0,0.256,Happy,12,2
2382,good,5,1.0,0.0,0.0,Happy,4,1
2383,nice,4,1.0,0.0,0.0,Unhappy,4,1
2384,worst  reciev damag product wast money,1,0.0,0.451,0.549,Unhappy,38,6
2385,suitabl indoor badminton standard player hate iam interest buy product,1,0.204,0.252,0.544,Unhappy,70,10
2386,good product doubt origin,4,0.392,0.338,0.27,Unhappy,25,4
2387,good product,5,0.744,0.0,0.256,Happy,12,2
2388,receiv genuin yonex mavi   verifi scratch code,5,0.0,0.0,1.0,Happy,46,7
2389,perfect shuttl,5,0.787,0.0,0.213,Happy,14,2
2390,look good durabl worst,3,0.322,0.456,0.222,Unhappy,22,4
2391,shuttl box quit good long last,5,0.367,0.0,0.633,Happy,30,6
2392,good,5,1.0,0.0,0.0,Happy,4,1
2393,check piec got origin thank seller,5,0.333,0.0,0.667,Happy,34,6
2394,got defect piec,2,0.0,0.545,0.455,Unhappy,15,3
2395,ok,5,1.0,0.0,0.0,Happy,2,1
2396,good one,5,0.744,0.0,0.256,Happy,8,2
2397,nice product ,5,0.737,0.0,0.263,Happy,13,2
2398,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2399,good,5,1.0,0.0,0.0,Happy,4,1
2400,good cost,4,0.744,0.0,0.256,Unhappy,9,2
2401,good one bay,1,0.592,0.0,0.408,Unhappy,12,3
2402,good alway get expens everi purchas ,5,0.367,0.0,0.633,Happy,36,6
2403,receiv packag good condit  good,2,0.659,0.0,0.341,Unhappy,31,5
2404,flipkart assur realli good,4,0.492,0.0,0.508,Unhappy,26,4
2405,averag rate,3,0.0,0.0,1.0,Unhappy,11,2
2406,gud qualiti,4,0.0,0.0,1.0,Unhappy,11,2
2407,wonder shuttl play indoor outdoor also,5,0.324,0.0,0.676,Happy,38,6
2408,good qualyti,5,0.744,0.0,0.256,Happy,12,2
2409,much cost,4,0.0,0.0,1.0,Unhappy,9,2
2410,cheaf qualiti,5,0.0,0.0,1.0,Happy,13,2
2411,superb,4,1.0,0.0,0.0,Unhappy,6,1
2412,good prdt got ,4,0.592,0.0,0.408,Unhappy,14,3
2413,nice,5,1.0,0.0,0.0,Happy,4,1
2414,expect,5,0.0,0.0,1.0,Happy,6,1
2415,use order mani time time qualiti good,4,0.326,0.0,0.674,Unhappy,37,7
2416,rate high,5,0.0,0.0,1.0,Happy,9,2
2417,nice product everybodi buy,5,0.483,0.0,0.517,Happy,26,4
2418,good product,4,0.744,0.0,0.256,Unhappy,12,2
2419,superb,5,1.0,0.0,0.0,Happy,6,1
2420,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2421,good game,4,0.744,0.0,0.256,Unhappy,9,2
2422,good,4,1.0,0.0,0.0,Unhappy,4,1
2423,good,1,1.0,0.0,0.0,Unhappy,4,1
2424,good,4,1.0,0.0,0.0,Unhappy,4,1
2425,good,5,1.0,0.0,0.0,Happy,4,1
2426,good product  genuin ,5,0.592,0.0,0.408,Happy,21,3
2427,loos,2,0.0,0.0,1.0,Unhappy,4,1
2428,nice,4,1.0,0.0,0.0,Unhappy,4,1
2429,nice,4,1.0,0.0,0.0,Unhappy,4,1
2430,shuttl realli good friend play hit hard smash everyday shuttl life   week buy,5,0.45,0.074,0.476,Happy,77,13
2431,product qualiti nice deliveri delay absolut disgust,4,0.215,0.477,0.308,Unhappy,51,7
2432,good,5,1.0,0.0,0.0,Happy,4,1
2433,nice flipkart ,5,0.737,0.0,0.263,Happy,14,2
2434,total wast money poor qualiti shuttl slow move cannot even play singl game one shuttl,1,0.0,0.283,0.717,Unhappy,85,15
2435,best product,5,0.808,0.0,0.192,Happy,12,2
2436,good,5,1.0,0.0,0.0,Happy,4,1
2437,store,5,0.0,0.0,1.0,Happy,5,1
2438,worth money good qualiti,5,0.706,0.0,0.294,Happy,24,4
2439,durabl super,5,0.796,0.0,0.204,Happy,12,2
2440,good origin speed qualiti,5,0.492,0.0,0.508,Happy,25,4
2441,good,5,1.0,0.0,0.0,Happy,4,1
2442,good qualiti reason price fast deliveri,5,0.367,0.0,0.633,Happy,39,6
2443,good,4,1.0,0.0,0.0,Unhappy,4,1
2444,like much,5,0.714,0.0,0.286,Happy,9,2
2445,super rate high,5,0.661,0.0,0.339,Happy,15,3
2446,nice product,5,0.737,0.0,0.263,Happy,12,2
2447,good sooper,5,0.744,0.0,0.256,Happy,11,2
2448,great product,5,0.804,0.0,0.196,Happy,13,2
2449,nice product,5,0.737,0.0,0.263,Happy,12,2
2450,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
2451,worth money alway flipkart familythank,5,0.322,0.0,0.678,Happy,38,5
2452,bad,3,0.0,1.0,0.0,Unhappy,3,1
2453,ok,4,1.0,0.0,0.0,Unhappy,2,1
2454,origin qualiti one shuttl last atleast  set intermedi level,5,0.0,0.0,1.0,Happy,59,9
2455,bad qualityshuttl life bad,1,0.0,0.778,0.222,Unhappy,26,4
2456,bad qualiti,2,0.0,0.778,0.222,Unhappy,11,2
2457,best beginn,5,0.808,0.0,0.192,Happy,11,2
2458,deliv origin sealedthey awesom,5,0.0,0.0,1.0,Happy,30,4
2459,one six speed other suit indoor,5,0.0,0.0,1.0,Happy,31,6
2460,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2461,poor qualiti,5,0.0,0.756,0.244,Happy,12,2
2462,good qwaliti,4,0.744,0.0,0.256,Unhappy,12,2
2463,good qualiti  genuin product yonex ,4,0.42,0.0,0.58,Unhappy,35,5
2464,good came excel packag,5,0.747,0.0,0.253,Happy,22,4
2465,good,5,1.0,0.0,0.0,Happy,4,1
2466,good product,5,0.744,0.0,0.256,Happy,12,2
2467,good,5,1.0,0.0,0.0,Happy,4,1
2468,nice product,5,0.737,0.0,0.263,Happy,12,2
2469,nice product slow deliv,5,0.483,0.0,0.517,Happy,23,4
2470,nice,5,1.0,0.0,0.0,Happy,4,1
2471,great shuttl practic last   set heavi play,5,0.565,0.0,0.435,Happy,42,7
2472,good ,5,1.0,0.0,0.0,Happy,5,1
2473,good one,5,0.744,0.0,0.256,Happy,8,2
2474,origin shuttl time deliveri,5,0.0,0.0,1.0,Happy,27,4
2475,superb,5,1.0,0.0,0.0,Happy,6,1
2476,best king king shuttlecock,5,0.583,0.0,0.417,Happy,26,4
2477,bad qualiti suggest low level player,2,0.0,0.583,0.417,Unhappy,36,6
2478,product deliv good within timethank flipcart,5,0.367,0.0,0.633,Happy,44,6
2479,felt authent,5,0.0,0.0,1.0,Happy,12,2
2480,brand remain awesom deliveri schedul,5,0.0,0.0,1.0,Happy,36,5
2481,poor qualiti shuttl head come easilyhopeless product disappoint,1,0.0,0.492,0.508,Unhappy,63,8
2482,amaz genuin product best pricego ahead without thought,5,0.375,0.0,0.625,Happy,54,8
2483,good,5,1.0,0.0,0.0,Happy,4,1
2484,nice product nd nce deliveri,5,0.412,0.0,0.588,Happy,28,5
2485,nyc,5,0.0,0.0,1.0,Happy,3,1
2486,play go like rocket speed  ground speed cork high,2,0.412,0.0,0.588,Unhappy,49,9
2487, almost,5,0.0,0.0,1.0,Happy,7,1
2488,good,5,1.0,0.0,0.0,Happy,4,1
2489,good qualiti valu money,5,0.492,0.0,0.508,Happy,23,4
2490,super,5,1.0,0.0,0.0,Happy,5,1
2491,nice,5,1.0,0.0,0.0,Happy,4,1
2492,good,5,1.0,0.0,0.0,Happy,4,1
2493,good,5,1.0,0.0,0.0,Happy,4,1
2494,super,4,1.0,0.0,0.0,Unhappy,5,1
2495,good,3,1.0,0.0,0.0,Unhappy,4,1
2496,shuttl good condit even one game shuttl start wobbl feel like mavi  feel like cheap knockoff yonex,1,0.361,0.0,0.639,Unhappy,98,17
2497,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2498,qualiti   bad thos time shuttl becam  useless hourveri bad  shuttl separ  never expect  flipkart,1,0.0,0.471,0.529,Unhappy,96,14
2499,excel qualiti shuttl,5,0.6,0.0,0.4,Happy,20,3
2500,good,3,1.0,0.0,0.0,Unhappy,4,1
2501,product pack good,5,0.592,0.0,0.408,Happy,17,3
2502,shuttl unbalanc flightrest good,4,0.492,0.0,0.508,Unhappy,31,4
2503,shuttl good easili get worn  game,4,0.319,0.242,0.44,Unhappy,33,6
2504,good,4,1.0,0.0,0.0,Unhappy,4,1
2505,good origin onescan understand higher price due current demand price still less compar retail outlet citi,5,0.158,0.082,0.761,Happy,105,16
2506,worst shuttl start wobbl first game  buy,1,0.0,0.406,0.594,Unhappy,40,7
2507,awesom,5,0.0,0.0,1.0,Happy,6,1
2508,amaz product fulli satisfi love flipkart marri,5,0.412,0.0,0.588,Happy,46,7
2509,slow shuttl old materi kid,1,0.0,0.0,1.0,Unhappy,26,5
2510,good shuttl outdoor long last,4,0.42,0.0,0.58,Unhappy,29,5
2511,good,5,1.0,0.0,0.0,Happy,4,1
2512,super qualiti,5,0.796,0.0,0.204,Happy,13,2
2513,nice,4,1.0,0.0,0.0,Unhappy,4,1
2514,superb fresh articl,5,0.865,0.0,0.135,Happy,19,3
2515,realli good product yes realli  nylon shuttl,5,0.528,0.0,0.472,Happy,44,7
2516,origin one,5,0.0,0.0,1.0,Happy,10,2
2517,good,5,1.0,0.0,0.0,Happy,4,1
2518,fast deliveri thankq,5,0.0,0.0,1.0,Happy,20,3
2519,receiv good qualiti product,5,0.492,0.0,0.508,Happy,27,4
2520,nice,4,1.0,0.0,0.0,Unhappy,4,1
2521,good,1,1.0,0.0,0.0,Unhappy,4,1
2522,good,5,1.0,0.0,0.0,Happy,4,1
2523,good product,5,0.744,0.0,0.256,Happy,12,2
2524,nice,5,1.0,0.0,0.0,Happy,4,1
2525,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2526,good product,4,0.744,0.0,0.256,Unhappy,12,2
2527,great experi product  worthi,5,0.577,0.0,0.423,Happy,28,4
2528,super,5,1.0,0.0,0.0,Happy,5,1
2529,good product,5,0.744,0.0,0.256,Happy,12,2
2530,nice,4,1.0,0.0,0.0,Unhappy,4,1
2531,nice withstand long compar mavi  mavi  anyon choos one long durabl,4,0.219,0.0,0.781,Unhappy,66,11
2532,nice,5,1.0,0.0,0.0,Happy,4,1
2533,good,5,1.0,0.0,0.0,Happy,4,1
2534,shuttl defect,2,0.0,0.706,0.294,Unhappy,13,2
2535,deliveri boy good work,5,0.492,0.0,0.508,Happy,22,4
2536,origin sure,5,0.697,0.0,0.303,Happy,11,2
2537,good qualiti,1,0.744,0.0,0.256,Unhappy,12,2
2538,good shuttl,5,0.744,0.0,0.256,Happy,11,2
2539,excel,5,1.0,0.0,0.0,Happy,5,1
2540,good pack quick deliveri flipkart drawback price high,4,0.293,0.0,0.707,Unhappy,53,8
2541,good,5,1.0,0.0,0.0,Happy,4,1
2542,good,5,1.0,0.0,0.0,Happy,4,1
2543,origin mavi  shuttl nice pack quick deliveri,5,0.318,0.0,0.682,Happy,44,7
2544,nice  complet genuin ,5,0.583,0.0,0.417,Happy,21,3
2545,superb qualiti super fast deliveri,5,0.727,0.0,0.273,Happy,34,5
2546,prompt deliveri product good,5,0.492,0.0,0.508,Happy,28,4
2547,nice product,5,0.737,0.0,0.263,Happy,12,2
2548,good qlti,5,0.744,0.0,0.256,Happy,9,2
2549,bad shuttl bad qualityit kid,1,0.0,0.7,0.3,Unhappy,28,5
2550,good one reach time,5,0.667,0.0,0.333,Happy,19,4
2551,thank time deliv item good condit,5,0.574,0.0,0.426,Happy,33,6
2552,like seller given best price,5,0.691,0.0,0.309,Happy,28,5
2553,good fast servic,5,0.592,0.0,0.408,Happy,16,3
2554,excel product,5,0.75,0.0,0.25,Happy,13,2
2555,good product,5,0.744,0.0,0.256,Happy,12,2
2556,vri nice product lov,5,0.483,0.0,0.517,Happy,20,4
2557,bad,1,0.0,1.0,0.0,Unhappy,3,1
2558,good,5,1.0,0.0,0.0,Happy,4,1
2559,good,5,1.0,0.0,0.0,Happy,4,1
2560,super  great,5,1.0,0.0,0.0,Happy,12,2
2561,nice product,5,0.737,0.0,0.263,Happy,12,2
2562,good,4,1.0,0.0,0.0,Unhappy,4,1
2563,good,5,1.0,0.0,0.0,Happy,4,1
2564,shuttl slow,3,0.0,0.0,1.0,Unhappy,11,2
2565,nice durabl shuttl come across,5,0.412,0.0,0.588,Happy,30,5
2566,good one,5,0.744,0.0,0.256,Happy,8,2
2567,nice,5,1.0,0.0,0.0,Happy,4,1
2568,product origin pack good yonex shuttl becom expens,5,0.293,0.0,0.707,Happy,50,8
2569,worst product receiveddamag one game receiv horribl one,2,0.0,0.369,0.631,Unhappy,55,8
2570,nice slow,5,0.737,0.0,0.263,Happy,9,2
2571,valu money import origin,5,0.0,0.0,1.0,Happy,24,4
2572,awwssmm,4,0.0,0.0,1.0,Unhappy,7,1
2573,bad qualityit look like brand,1,0.278,0.389,0.333,Unhappy,29,5
2574,good,5,1.0,0.0,0.0,Happy,4,1
2575,good qualiti shuttl quick deliveri flipkart deliveri boy,5,0.293,0.0,0.707,Happy,56,8
2576,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
2577,bad qualiti product,1,0.0,0.636,0.364,Unhappy,19,3
2578,second box receiv long last get  rs rangejust check mfg date purchasingnot sure qualitydur origin one better receiv,4,0.245,0.0,0.755,Unhappy,115,18
2579,local brand shuttl got damag two day  piec,2,0.0,0.0,1.0,Unhappy,42,8
2580,bad qualiti,5,0.0,0.778,0.222,Happy,11,2
2581,good product,4,0.744,0.0,0.256,Unhappy,12,2
2582,deliv time good pack,5,0.492,0.0,0.508,Happy,20,4
2583,fast explos ,3,0.0,0.0,1.0,Unhappy,12,2
2584,amaz product flipkart ,4,0.0,0.0,1.0,Unhappy,22,3
2585,shuttl stain shuttl head,5,0.0,0.0,1.0,Happy,24,4
2586,supwr,5,0.0,0.0,1.0,Happy,5,1
2587,nice shuttl,1,0.737,0.0,0.263,Unhappy,11,2
2588,super,5,1.0,0.0,0.0,Happy,5,1
2589,excel perform,4,0.75,0.0,0.25,Unhappy,13,2
2590,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2591,low qualiti,1,0.0,0.677,0.323,Unhappy,11,2
2592,nice,5,1.0,0.0,0.0,Happy,4,1
2593,good mavi ,4,0.744,0.0,0.256,Unhappy,10,2
2594,averag,3,0.0,0.0,1.0,Unhappy,6,1
2595,simpli super,5,0.796,0.0,0.204,Happy,12,2
2596,good,4,1.0,0.0,0.0,Unhappy,4,1
2597,good product origin shuttl,5,0.492,0.0,0.508,Happy,26,4
2598,worst,1,0.0,1.0,0.0,Unhappy,5,1
2599,origin produt get good price compar offlin store,4,0.293,0.0,0.707,Unhappy,48,8
2600,superb,5,1.0,0.0,0.0,Happy,6,1
2601,ok,5,1.0,0.0,0.0,Happy,2,1
2602,excel,5,1.0,0.0,0.0,Happy,5,1
2603,good,4,1.0,0.0,0.0,Unhappy,4,1
2604,good,4,1.0,0.0,0.0,Unhappy,4,1
2605,super,5,1.0,0.0,0.0,Happy,5,1
2606,good,5,1.0,0.0,0.0,Happy,4,1
2607,best shuttl outdoor badminton,3,0.583,0.0,0.417,Unhappy,29,4
2608,good,4,1.0,0.0,0.0,Unhappy,4,1
2609,good,5,1.0,0.0,0.0,Happy,4,1
2610,reciev  origin product,5,0.0,0.0,1.0,Happy,22,3
2611,nice product,5,0.737,0.0,0.263,Happy,12,2
2612,deliev fast,4,0.0,0.0,1.0,Unhappy,11,2
2613,go buy nearest store good break quick bad flight pattern,3,0.201,0.243,0.556,Unhappy,56,10
2614,good,5,1.0,0.0,0.0,Happy,4,1
2615,excel product,5,0.75,0.0,0.25,Happy,13,2
2616,product attract amaz,5,0.556,0.0,0.444,Happy,20,3
2617,good,5,1.0,0.0,0.0,Happy,4,1
2618,super,5,1.0,0.0,0.0,Happy,5,1
2619,nice one,5,0.737,0.0,0.263,Happy,8,2
2620,nice,5,1.0,0.0,0.0,Happy,4,1
2621,nice product,5,0.737,0.0,0.263,Happy,12,2
2622,amaz ,5,0.0,0.0,1.0,Happy,5,1
2623,shuttl slow compar white mavi ,1,0.0,0.0,1.0,Unhappy,30,5
2624,good,5,1.0,0.0,0.0,Happy,4,1
2625,bad qualiti,2,0.0,0.778,0.222,Unhappy,11,2
2626,ok,5,1.0,0.0,0.0,Happy,2,1
2627,best shuttlecock best price,5,0.808,0.0,0.192,Happy,27,4
2628,nice,5,1.0,0.0,0.0,Happy,4,1
2629,ok,3,1.0,0.0,0.0,Unhappy,2,1
2630,origin product  want mani pleas maintain qualiti,5,0.178,0.0,0.822,Happy,48,7
2631,gdproduct,5,0.0,0.0,1.0,Happy,9,1
2632,nice work,5,0.737,0.0,0.263,Happy,9,2
2633,good,4,1.0,0.0,0.0,Unhappy,4,1
2634,good,4,1.0,0.0,0.0,Unhappy,4,1
2635,excel,5,1.0,0.0,0.0,Happy,5,1
2636,good,4,1.0,0.0,0.0,Unhappy,4,1
2637,nice,5,1.0,0.0,0.0,Happy,4,1
2638,super,5,1.0,0.0,0.0,Happy,5,1
2639,product deliv good condit,5,0.492,0.0,0.508,Happy,25,4
2640,good,2,1.0,0.0,0.0,Unhappy,4,1
2641,awesom product ,5,0.0,0.0,1.0,Happy,15,2
2642,genuin,5,0.0,0.0,1.0,Happy,6,1
2643,assum,5,0.0,0.0,1.0,Happy,5,1
2644,great,5,1.0,0.0,0.0,Happy,5,1
2645,super,5,1.0,0.0,0.0,Happy,5,1
2646,nice,4,1.0,0.0,0.0,Unhappy,4,1
2647,good,4,1.0,0.0,0.0,Unhappy,4,1
2648,thank flipkart,5,0.714,0.0,0.286,Happy,14,2
2649,see qualiti good price becom high gave  star,1,0.293,0.0,0.707,Unhappy,44,8
2650,ok,4,1.0,0.0,0.0,Unhappy,2,1
2651,super product,5,0.796,0.0,0.204,Happy,13,2
2652,happi,5,0.0,0.0,1.0,Happy,5,1
2653, damag piec,1,0.0,0.0,1.0,Unhappy,11,2
2654,get right box,5,0.0,0.0,1.0,Happy,13,3
2655,good,4,1.0,0.0,0.0,Unhappy,4,1
2656,nice,5,1.0,0.0,0.0,Happy,4,1
2657,qualiti perfect mention,4,0.649,0.0,0.351,Unhappy,23,3
2658,origin product,5,0.0,0.0,1.0,Happy,14,2
2659,good,5,1.0,0.0,0.0,Happy,4,1
2660,nice,5,1.0,0.0,0.0,Happy,4,1
2661,good,4,1.0,0.0,0.0,Unhappy,4,1
2662,superb,5,1.0,0.0,0.0,Happy,6,1
2663,good product,5,0.744,0.0,0.256,Happy,12,2
2664,excel,5,1.0,0.0,0.0,Happy,5,1
2665,best qualiti,5,0.808,0.0,0.192,Happy,12,2
2666,nice shuttl,4,0.737,0.0,0.263,Unhappy,11,2
2667,good product ,5,0.744,0.0,0.256,Happy,13,2
2668,good,5,1.0,0.0,0.0,Happy,4,1
2669,realli good thank,5,0.844,0.0,0.156,Happy,17,3
2670,good  fresh shuttl,5,0.839,0.0,0.161,Happy,18,3
2671,price toooo high,3,0.0,0.0,1.0,Unhappy,16,3
2672,good,4,1.0,0.0,0.0,Unhappy,4,1
2673,last expect cork good qualiti came nylon feather,3,0.293,0.0,0.707,Unhappy,48,8
2674,good product,5,0.744,0.0,0.256,Happy,12,2
2675,durbl shuttl,4,0.0,0.0,1.0,Unhappy,12,2
2676,better buy reliabl sport shop ,3,0.42,0.0,0.58,Unhappy,30,5
2677,good qualiti,5,0.744,0.0,0.256,Happy,12,2
2678,super,5,1.0,0.0,0.0,Happy,5,1
2679,love shuttl realli good durabl,5,0.703,0.0,0.297,Happy,30,5
2680,good,1,1.0,0.0,0.0,Unhappy,4,1
2681,good,4,1.0,0.0,0.0,Unhappy,4,1
2682,nice plz maintain  price thankyou,4,0.577,0.0,0.423,Unhappy,33,5
2683,good item receiv happi,5,0.492,0.0,0.508,Happy,22,4
2684,thank,5,1.0,0.0,0.0,Happy,5,1
2685,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
2686,best shuttl ,5,0.808,0.0,0.192,Happy,12,2
2687,nice,5,1.0,0.0,0.0,Happy,4,1
2688,shuttl qualiti good pack good,4,0.659,0.0,0.341,Unhappy,29,5
2689,good,5,1.0,0.0,0.0,Happy,4,1
2690,bad,5,0.0,1.0,0.0,Happy,3,1
2691,happi,5,0.0,0.0,1.0,Happy,5,1
2692,thank quick deliveryorigin product,5,0.455,0.0,0.545,Happy,34,4
2693,good purchas genuin product fast deliveri thank,5,0.519,0.0,0.481,Happy,47,7
2694,durablebroken easili cost effect,2,0.0,0.0,1.0,Unhappy,32,4
2695,nice,5,1.0,0.0,0.0,Happy,4,1
2696,durabl  shuttl lost everi  matchesedg get cut base also cut ,1,0.0,0.481,0.519,Unhappy,60,10
2697,qualiti shettl good except,1,0.492,0.0,0.508,Unhappy,26,4
2698,genuin product,4,0.0,0.0,1.0,Unhappy,14,2
2699,good origin product,5,0.592,0.0,0.408,Happy,19,3
